MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorchSF,TotalSF,Age,RemodAfter,AgeRemod,AgeSold,AgeSoldBefore,Age_Garage,Age_Garage_Sold
50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,TA,816,0,1176,0,0,1,0,3,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,MnPrv,Shed,9,2006,WD,Normal,114500,1.0,0,1632,76,16,60,4,72,25.0,21.0
90,RM,110.0,8472,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,TA,816,0,816,1,0,1,0,2,TA,5,Typ,0,No Fireplace,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,110000,2.0,0,1632,47,0,47,0,47,47.0,47.0
20,RL,68.0,45000,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1700,Unf,0,32,1842,Gd,1842,0,1842,2,0,0,1,0,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,500,72,0,0,0,No Fence,No MiscFeature,11,2006,WD,Normal,385000,2.5,72,3684,29,6,23,4,25,29.0,25.0
80,RL,60.0,7134,Reg,Bnk,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,TA,1360,0,1360,0,0,1,0,3,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,MnPrv,No MiscFeature,2,2007,WD,Normal,130000,1.0,50,1744,55,0,55,3,52,48.0,45.0
20,RL,100.0,10175,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,Gd,1425,0,1425,0,0,2,0,3,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,No Fence,No MiscFeature,7,2008,WD,Normal,180500,2.0,407,2850,46,0,46,2,44,46.0,44.0
160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,Ex,983,756,1739,1,0,2,1,3,Gd,7,Typ,0,No Fireplace,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,No Fence,No MiscFeature,8,2009,WD,Abnorml,172500,3.5,0,2709,11,1,10,1,10,11.0,10.0
60,RL,89.0,11645,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,Ex,860,860,1720,0,0,2,1,3,Gd,7,Typ,0,No Fireplace,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,No Fence,No MiscFeature,8,2006,WD,Normal,196500,2.5,70,2580,6,0,6,4,2,6.0,2.0
60,RL,66.0,13682,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,900.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,Ex,1426,1519,2945,0,0,3,1,3,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,No Fence,No MiscFeature,10,2006,New,Partial,438780,3.5,37,4355,4,0,4,4,0,4.0,0.0
20,RL,60.0,7200,Reg,Bnk,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,Ex,780,0,780,0,0,1,0,2,TA,4,Typ,0,No Fireplace,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,MnPrv,No MiscFeature,1,2008,WD,Normal,124900,1.0,0,1560,38,0,38,2,36,37.0,35.0
20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,Ex,1158,0,1158,1,0,1,1,3,Gd,5,Typ,0,No Fireplace,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,No Fence,No MiscFeature,5,2006,New,Partial,158000,2.5,50,2316,6,0,6,4,2,4.0,0.0
75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,TA,581,530,1111,0,0,1,0,3,Fa,6,Typ,0,No Fireplace,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,No Fence,No MiscFeature,3,2007,WD,Normal,101000,1.0,144,1641,90,76,14,3,87,75.0,72.0
120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,Ex,1370,0,1370,0,0,2,0,2,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,No Fence,No MiscFeature,10,2007,WD,Normal,202500,2.0,49,2740,4,0,4,3,1,4.0,1.0
70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,902,808,1710,0,0,2,0,3,TA,9,Typ,0,No Fireplace,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,GdPrv,No MiscFeature,4,2010,WD,Normal,140000,2.0,75,2286,89,29,60,0,89,20.0,20.0
60,RL,70.04995836802665,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,1057,977,2034,1,0,2,1,3,Gd,8,Typ,0,No Fireplace,Attchd,1998.0,RFn,2,645,TA,TA,Y,500,36,0,0,0,GdPrv,No MiscFeature,2,2009,WD,Normal,219500,3.5,36,3091,13,1,12,1,12,12.0,11.0
60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Ex,1143,1330,2473,0,0,2,1,4,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,No Fence,No MiscFeature,10,2007,WD,Normal,317000,2.5,151,3616,6,1,5,3,3,6.0,3.0
20,RL,70.04995836802665,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,2207,0,2207,1,0,2,0,3,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,No Fence,No MiscFeature,7,2010,WD,Normal,180000,3.0,0,4154,40,19,21,0,40,40.0,40.0
20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,1479,0,1479,1,0,2,0,3,Gd,7,Typ,0,No Fireplace,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,226000,3.0,29,2932,7,0,7,3,4,7.0,4.0
30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,747,0,747,0,0,1,0,2,TA,4,Typ,0,No Fireplace,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,6,2010,WD,Normal,80000,1.0,0,1494,65,5,60,0,65,65.0,65.0
50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,TA,1304,983,2287,0,0,2,0,3,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,225000,2.0,135,3591,57,0,57,4,53,57.0,53.0
20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,900.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1700,Unf,0,343,2223,Ex,2223,0,2223,1,0,2,0,3,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,No Fence,No MiscFeature,2,2007,WD,Normal,244000,3.0,0,4446,37,0,37,3,34,37.0,34.0
20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,845,0,845,1,0,1,0,2,TA,4,Typ,0,No Fireplace,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,129500,2.0,0,1690,28,24,4,3,25,23.0,20.0
60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,885,833,1718,0,0,2,1,3,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,No Fence,No MiscFeature,12,2009,WD,Normal,185000,2.5,385,2550,12,0,12,1,11,12.0,11.0
20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,1086,0,1086,1,0,1,0,3,TA,6,Typ,0,No Fireplace,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,GdWo,No MiscFeature,5,2010,WD,Normal,144900,2.0,0,2172,56,49,7,0,56,21.0,21.0
50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,840,765,1605,0,0,2,0,3,TA,8,Typ,0,No Fireplace,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,107400,2.0,202,2445,95,35,60,0,95,95.0,95.0
180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,526,462,988,1,0,1,0,2,TA,5,Typ,0,No Fireplace,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,GdWo,No MiscFeature,11,2009,WD,Normal,91000,2.0,101,1450,37,0,37,1,36,37.0,36.0
20,RL,70.04995836802665,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,952,0,952,0,0,1,0,2,TA,4,Typ,0,No Fireplace,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,4,2008,WD,Normal,135750,1.0,0,1904,54,0,54,2,52,54.0,52.0
50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,1072,213,1285,1,0,1,0,2,TA,6,Min1,0,No Fireplace,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,MnPrv,No MiscFeature,1,2008,WD,Normal,127000,2.0,0,1957,62,53,9,2,60,62.0,60.0
90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,1768,0,1768,0,0,2,0,4,TA,8,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,0,0,0,0,0,No Fence,No MiscFeature,4,2010,WD,Normal,136500,2.0,0,3536,42,0,42,0,42,110.0,110.0
50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,682,548,1230,0,0,1,1,2,TA,5,Typ,0,No Fireplace,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,MnPrv,No MiscFeature,5,2009,WD,Normal,110000,1.5,128,1670,100,71,29,1,99,44.0,43.0
60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,1182,960,2142,0,0,2,1,4,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,No Fence,No MiscFeature,6,2009,WD,Normal,193500,2.5,324,3038,42,0,42,1,41,42.0,41.0
120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,1337,0,1337,1,0,2,0,2,TA,5,Typ,0,No Fireplace,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,No Fence,No MiscFeature,3,2006,WD,Normal,153500,3.0,199,2574,12,0,12,4,8,12.0,8.0
20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,1563,0,1563,0,0,2,0,3,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,No Fence,No MiscFeature,10,2008,WD,Normal,245000,2.0,99,3126,3,0,3,2,1,3.0,1.0
20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,1065,0,1065,0,0,1,1,3,TA,6,Typ,0,No Fireplace,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,No Fence,No MiscFeature,7,2007,COD,Normal,126500,1.5,0,2130,50,0,50,3,47,36.0,33.0
80,RL,70.04995836802665,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,804,670,1474,0,0,2,1,3,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,No Fence,Shed,5,2009,WD,Normal,168500,2.5,72,1858,15,1,14,1,14,15.0,14.0
60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,1301,1116,2417,0,0,2,1,4,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,No Fence,No MiscFeature,4,2006,WD,Normal,260000,2.5,82,3705,19,1,18,4,15,19.0,15.0
60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,684,876,1560,0,0,2,1,3,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,No Fence,No MiscFeature,3,2009,WD,Normal,174000,2.5,38,2244,5,0,5,1,4,5.0,4.0
160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,612,612,1224,0,0,2,1,2,Gd,4,Typ,0,No Fireplace,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,No Fence,No MiscFeature,6,2009,New,Partial,164500,2.5,234,1836,1,0,1,1,0,1.0,0.0
50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,1013,0,1526,0,0,1,0,2,Fa,6,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,N,0,0,156,0,0,MnPrv,No MiscFeature,10,2009,ConLD,Abnorml,85000,1.0,156,2026,95,67,28,1,94,110.0,109.0
20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,990,0,990,1,0,1,0,3,TA,5,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,0,0,0,0,0,No Fence,No MiscFeature,8,2007,WD,Normal,123600,2.0,0,1980,16,1,15,3,13,110.0,107.0
20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,TA,1040,0,1040,0,0,1,0,2,TA,4,Typ,0,No Fireplace,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,109900,1.0,29,1040,60,0,60,4,56,60.0,56.0
20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,1235,0,1235,0,0,1,0,2,TA,6,Typ,0,No Fireplace,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,GdWo,No MiscFeature,12,2006,WD,Abnorml,98600,1.0,0,2470,49,0,49,4,45,49.0,45.0
30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,964,0,964,1,0,1,0,2,TA,5,Typ,0,No Fireplace,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,No Fence,No MiscFeature,8,2009,WD,Normal,163500,2.0,44,1840,89,85,4,1,88,89.0,88.0
190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,1260,1031,2291,0,1,2,0,4,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,No Fence,No MiscFeature,11,2007,WD,Normal,133900,2.5,99,3505,100,88,12,3,97,110.0,107.0
60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,905,881,1786,1,0,2,1,3,Gd,7,Typ,0,No Fireplace,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,No Fence,No MiscFeature,5,2007,WD,Normal,204750,3.5,162,2610,13,0,13,3,10,13.0,10.0
60,RL,70.04995836802665,9765,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,680,790,1470,0,0,2,1,3,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,No Fence,Shed,4,2009,WD,Normal,185000,2.5,63,2150,17,0,17,1,16,17.0,16.0
20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,1588,0,1588,0,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,No Fence,No MiscFeature,8,2006,WD,Normal,214000,2.0,29,3176,11,0,11,4,7,11.0,7.0
20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,960,0,960,1,0,1,0,3,TA,6,Typ,0,No Fireplace,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,No Fence,No MiscFeature,5,2007,WD,Normal,94750,2.0,0,1920,45,0,45,3,42,45.0,42.0
30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,835,0,835,0,0,1,0,2,TA,5,Typ,0,No Fireplace,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,No Fence,Shed,5,2010,COD,Abnorml,83000,1.0,77,1293,90,30,60,0,90,90.0,90.0
20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,1225,0,1225,1,0,1,1,3,TA,6,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,352,0,0,0,0,No Fence,Shed,1,2010,WD,Normal,128950,2.5,0,2175,51,0,51,0,51,110.0,110.0
20,RL,70.04995836802665,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,1610,0,1610,1,0,2,0,3,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,No Fence,No MiscFeature,2,2010,WD,Normal,205000,3.0,68,3220,33,24,9,0,33,33.0,33.0
60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,977,755,1732,0,0,2,1,3,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,No Fence,No MiscFeature,6,2010,WD,Normal,178000,2.5,46,2473,25,0,25,0,25,25.0,25.0
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,TA,1535,0,1535,0,0,2,0,4,TA,8,Typ,0,No Fireplace,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,6,2009,WD,Alloca,118964,2.0,0,1535,31,0,31,1,30,31.0,30.0
20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,1226,0,1226,0,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,No Fence,No MiscFeature,5,2010,WD,Normal,198900,2.0,36,2452,1,0,1,0,1,1.0,1.0
